scope,method,n_tasks,top1_is_gold,top1_is_gold_ci_low,top1_is_gold_ci_high,any_gold_coverage,any_gold_coverage_ci_low,any_gold_coverage_ci_high,complete_gold_coverage,complete_gold_coverage_ci_low,complete_gold_coverage_ci_high,gold_recall,gold_recall_ci_low,gold_recall_ci_high,skill_precision,skill_precision_ci_low,skill_precision_ci_high,extra_skill_count,extra_skill_count_ci_low,extra_skill_count_ci_high,context_tokens_approx,context_tokens_approx_ci_low,context_tokens_approx_ci_high,underload,underload_ci_low,underload_ci_high
multi_skill_only,bm25_top10,61,0.45901639344262296,0.32786885245901637,0.5901639344262295,0.7377049180327869,0.6229508196721312,0.8524590163934426,0.14754098360655737,0.06557377049180328,0.2459016393442623,0.41670569867291174,0.3317330210772834,0.49918813427010145,0.13606557377049178,0.10819672131147542,0.1672131147540983,8.639344262295081,8.327868852459016,8.934426229508198,20887.213114754097,19031.852459016394,22745.26639344262,0.8524590163934426,0.7540983606557377,0.9344262295081968
multi_skill_only,graph_all_content_seed3,61,0.5081967213114754,0.3770491803278688,0.639344262295082,0.7377049180327869,0.6229508196721312,0.8360655737704918,0.2459016393442623,0.13114754098360656,0.36065573770491804,0.4712334113973458,0.3773585089773615,0.5673555815768929,0.1557377049180328,0.12290983606557375,0.1902049180327867,8.442622950819672,8.098360655737705,8.770491803278688,21599.475409836065,19553.7868852459,23861.288114754097,0.7540983606557377,0.6557377049180327,0.8524590163934426
multi_skill_only,graph_cv_all_seed3,61,0.5081967213114754,0.3770491803278688,0.639344262295082,0.7377049180327869,0.6229508196721312,0.8524590163934426,0.26229508196721313,0.14754098360655737,0.3770491803278688,0.47205308352849334,0.37568208430913347,0.5598058157689302,0.1557377049180328,0.12295081967213113,0.1901639344262295,8.442622950819672,8.098360655737705,8.770491803278688,21551.54098360656,19430.527049180328,23712.15696721311,0.7377049180327869,0.6229508196721312,0.8360655737704918
multi_skill_only,graph_cv_all_seed5,61,0.5081967213114754,0.39344262295081966,0.6229508196721312,0.7540983606557377,0.639344262295082,0.8524590163934426,0.2459016393442623,0.14754098360655737,0.36065573770491804,0.47010148321623735,0.3837285323965651,0.5632943013270882,0.15245901639344261,0.11803278688524589,0.18852459016393447,8.475409836065573,8.147540983606557,8.80327868852459,21362.426229508197,19198.494262295084,23606.216393442624,0.7540983606557377,0.6557377049180327,0.8524590163934426
multi_skill_only,graph_cv_corequired_seed3,61,0.5081967213114754,0.3770491803278688,0.639344262295082,0.7377049180327869,0.6229508196721312,0.8524590163934426,0.22950819672131148,0.13114754098360656,0.3442622950819672,0.46658860265417645,0.37321135831381735,0.556013856362217,0.15245901639344264,0.11967213114754098,0.18524590163934426,8.475409836065573,8.114754098360656,8.80327868852459,20956.360655737706,19070.38770491803,22989.548360655735,0.7704918032786885,0.6557377049180327,0.8688524590163934
multi_skill_only,graph_cv_prune_top20,61,0.5081967213114754,0.3930327868852459,0.639344262295082,0.7540983606557377,0.639344262295082,0.8524590163934426,0.21311475409836064,0.11475409836065574,0.31188524590163713,0.46932084309133487,0.381615925058548,0.5613231850117094,0.15409836065573768,0.12295081967213115,0.18688524590163935,8.459016393442623,8.131147540983607,8.770491803278688,21116.754098360656,19229.66024590164,23068.836475409837,0.7868852459016393,0.6885245901639344,0.8852459016393442
multi_skill_only,graph_metadata_seed3,61,0.5081967213114754,0.39344262295081966,0.6233606557377027,0.7377049180327869,0.6229508196721312,0.8360655737704918,0.21311475409836064,0.11475409836065574,0.3114754098360656,0.45565964090554256,0.37021662763466034,0.547660031225605,0.14918032786885246,0.119672131147541,0.18360655737704917,8.508196721311476,8.163934426229508,8.80327868852459,21539.786885245903,19635.080327868855,23506.15819672131,0.7868852459016393,0.6885245901639344,0.8852459016393442
multi_skill_only,graph_semantic_seed3,61,0.5081967213114754,0.3930327868852459,0.639344262295082,0.7540983606557377,0.639344262295082,0.8524590163934426,0.2459016393442623,0.14754098360655737,0.36065573770491804,0.4753317720530835,0.38523907103825134,0.5701453942232629,0.1557377049180328,0.12295081967213115,0.1902049180327867,8.442622950819672,8.098360655737705,8.770491803278688,21287.081967213115,19231.377868852458,23443.888114754096,0.7540983606557377,0.639344262295082,0.8524590163934426
multi_skill_only,graph_transductive_upper_bound,61,0.5081967213114754,0.3770491803278688,0.6229508196721312,0.7377049180327869,0.6229508196721312,0.8360655737704918,0.5081967213114754,0.3770491803278688,0.639344262295082,0.6216627634660421,0.5118871975019516,0.7256918423106947,0.21311475409836064,0.17049180327868854,0.25573770491803277,7.868852459016393,7.442622950819672,8.295081967213115,21189.93442622951,19066.274590163935,23371.499590163934,0.4918032786885246,0.36065573770491804,0.6229508196721312
multi_skill_only,hybrid_top10,61,0.5081967213114754,0.3770491803278688,0.639344262295082,0.7540983606557377,0.639344262295082,0.8524590163934426,0.21311475409836064,0.11475409836065574,0.32786885245901637,0.4638563622170179,0.37263758782201406,0.5581996487119438,0.15081967213114753,0.11967213114754098,0.18524590163934423,8.491803278688524,8.163934426229508,8.80327868852459,21410.83606557377,19676.15532786885,23372.015983606558,0.7868852459016393,0.6721311475409836,0.8852459016393442
